hours,elevation,latitude,longitude,distance,power,power_zone,hr,hr_zone,cadence,cadence_zone,temperature
0.04916666666666667,258,47.985027,7.852219,1.5056131754076119,109,Zone 1,110,Zone 2,66,Zone 1,22
0.049444444444444444,258,47.985023,7.852291,1.513640679002557,69,Zone 1,110,Zone 2,65,Zone 1,22
0.04972222222222222,258,47.985016,7.852368,1.522247066230153,61,Zone 1,110,Zone 2,65,Zone 1,22
0.05,258,47.985012,7.852447,1.5310526633355677,77,Zone 1,109,Zone 1,65,Zone 1,22
0.050277777777777775,258.2,47.985008,7.852532,1.5405254124255598,95,Zone 1,109,Zone 1,64,Zone 1,22
0.050555555555555555,258.2,47.985005,7.85262,1.5503271511228656,101,Zone 1,108,Zone 1,65,Zone 1,22
0.05083333333333333,258.2,47.985008,7.852704,1.5596838070397885,83,Zone 1,108,Zone 1,54,Zone 1,22
0.051111111111111114,258.4,47.985008,7.852782,1.5683669942186114,58,Zone 1,106,Zone 1,36,Zone 1,22
0.051388888888888894,258.4,47.985,7.852871,1.5783137281284054,81,Zone 1,105,Zone 1,38,Zone 1,22
0.051666666666666666,258.4,47.984992,7.852959,1.5881495055345496,163,Zone 2,104,Zone 1,65,Zone 1,22
0.051944444444444446,258.4,47.984981,7.853056,1.5990154720794285,185,Zone 2,103,Zone 1,69,Zone 1,22
0.05222222222222222,258.4,47.984977,7.853153,1.6098226728257783,163,Zone 2,102,Zone 1,71,Zone 2,22
0.0525,258.4,47.984974,7.853249,1.6205143301533511,148,Zone 1,102,Zone 1,78,Zone 2,22
0.05277777777777778,258.4,47.98497,7.853342,1.6308769210833212,104,Zone 1,102,Zone 1,55,Zone 1,22
0.05305555555555555,258.2,47.984966,7.853431,1.6407945522988376,59,Zone 1,102,Zone 1,31,Zone 1,22
0.05333333333333334,258.2,47.984962,7.85352,1.6507117281071122,13,Zone 1,102,Zone 1,7,Zone 1,22
0.053611111111111116,258.2,47.984962,7.853607,1.660396653866678,0,Zone 1,102,Zone 1,0,Zone 1,22
0.05388888888888889,258.4,47.984955,7.853692,1.669890834004351,0,Zone 1,102,Zone 1,0,Zone 1,22
0.05416666666666667,258.6,47.984951,7.853771,1.6786969440023953,0,Zone 1,103,Zone 1,0,Zone 1,22
0.05444444444444444,258.6,47.984956,7.853844,1.6868417414872006,0,Zone 1,103,Zone 1,2,Zone 1,22
0.05472222222222222,258.6,47.984976,7.853907,1.6941938134388161,81,Zone 1,103,Zone 1,17,Zone 1,22
0.055,258.8,47.985008,7.853958,1.7008785594598388,288,Zone 3,103,Zone 1,63,Zone 1,22
0.05527777777777778,258.8,47.985056,7.853972,1.7063958887751687,221,Zone 3,103,Zone 1,62,Zone 1,22
0.05555555555555556,258.6,47.985116,7.853986,1.713194522820065,228,Zone 3,103,Zone 1,66,Zone 1,22
0.05583333333333333,258.6,47.985173,7.853997,1.7195983836129243,199,Zone 2,103,Zone 1,67,Zone 1,22
0.05611111111111111,258.4,47.98523,7.854002,1.7259091776374105,211,Zone 3,103,Zone 1,71,Zone 2,22
0.05638888888888889,258.4,47.985288,7.854013,1.732421437985678,202,Zone 3,103,Zone 1,72,Zone 2,22
0.056666666666666664,258.2,47.985349,7.854026,1.7393026107943372,195,Zone 2,103,Zone 1,73,Zone 2,22
0.05694444444444444,258.2,47.985406,7.854035,1.7456675634840266,178,Zone 2,103,Zone 1,73,Zone 2,22
0.057222222222222216,258.2,47.985462,7.854042,1.7518911587899861,162,Zone 2,103,Zone 1,72,Zone 2,22
0.0575,258.2,47.985515,7.854048,1.7577737684559949,172,Zone 2,103,Zone 1,72,Zone 2,22
0.05777777777777778,258.2,47.985569,7.85406,1.763875708695017,173,Zone 2,103,Zone 1,73,Zone 2,22
0.058055555555555555,258.2,47.985622,7.854077,1.7700196936252124,169,Zone 2,104,Zone 1,72,Zone 2,22
0.058333333333333334,258.2,47.985672,7.854099,1.7760531542011824,172,Zone 2,106,Zone 1,71,Zone 2,22
0.05861111111111111,258.2,47.98573,7.854114,1.7826638456669583,179,Zone 2,106,Zone 1,72,Zone 2,22
0.058888888888888886,258.4,47.985787,7.854127,1.7891140863934056,172,Zone 2,106,Zone 1,73,Zone 2,22
0.059166666666666666,258.4,47.985846,7.854134,1.7956664480974218,159,Zone 2,106,Zone 1,72,Zone 2,22
0.059444444444444446,258.4,47.985913,7.854141,1.8030955199938776,145,Zone 1,106,Zone 1,71,Zone 2,22
0.059722222222222225,258.4,47.985973,7.854152,1.8098247102676308,148,Zone 1,105,Zone 1,71,Zone 2,22
0.060000000000000005,258.6,47.986032,7.854163,1.816445641877097,161,Zone 2,105,Zone 1,72,Zone 2,22
0.06027777777777778,258.6,47.986093,7.854174,1.8232840188601682,160,Zone 2,104,Zone 1,71,Zone 2,22
0.06055555555555556,258.8,47.98615,7.85419,1.8298177433111593,136,Zone 1,103,Zone 1,71,Zone 2,22
0.06083333333333333,258.8,47.986207,7.85421,1.8364862543451985,145,Zone 1,103,Zone 1,71,Zone 2,22
0.06111111111111111,259,47.986268,7.854227,1.8434748858392487,110,Zone 1,103,Zone 1,58,Zone 1,22
0.06138888888888889,259.2,47.986321,7.854236,1.849404144164163,61,Zone 1,102,Zone 1,40,Zone 1,22
0.06166666666666667,259.4,47.986375,7.854249,1.855531935503425,12,Zone 1,102,Zone 1,23,Zone 1,22
0.06194444444444445,259.4,47.986427,7.854257,1.8613357048971995,115,Zone 1,102,Zone 1,46,Zone 1,22
0.06222222222222222,259.6,47.98648,7.854265,1.8672481815490467,180,Zone 2,102,Zone 1,64,Zone 1,22
